DNR_ID_Site_Number,Year,LAKE_NAME,avg_secchi_depth,avg_total_phosphorus,ACRES_POLY_mean,FIN_SQ_FT_mean,EMV_TOTAL_mean,TOTAL_TAX_mean,GARAGE_mean,BASEMENT_mean,OTHER_COOLING,UNKNOWN_COOLING,FORCED AIR_COOLING,N_COOLING,Y_COOLING,1 AC UNIT_COOLING,A/CON_COOLING,CENTRAL W/AIR COND_COOLING,1_COOLING,0_COOLING,CONDOMINIUM,UNKNOWN_DWELL_TYPE,OTHER_DWELL,SINGLE-FAMILY / OWNER OCCUPIED,TOWNHOUSE,S.FAM.RES
19002300-01,2011,Farquar Lake,0.6142857142857144,0.0995,0.8455737199259735,2791.4272054287476,302089.4509561999,3885.499074645281,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02652683528685996,0.0006169031462060457,0.0,0.1714990746452807,0.8013571869216533
19002700-01,2013,Crystal Lake,1.807692307692307,0.02876923076923077,0.43903607969843567,2246.2514808831447,244346.25740441572,3229.5288099084546,0.0,0.0,0.023694130317716746,0.09693053311793215,0.8793753365643511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07862143241787829,0.05977382875605816,0.0,0.11308562197092084,0.7485191168551427
10005200-01,2013,Reitz Lake,1.3666666666666665,0.09266666666666666,5.706954206602771,1578.0511182108626,254461.76783812567,4454.1320553780615,0.5676251331203408,0.0,0.008519701810436636,0.48242811501597443,0.0,0.0,0.0,0.5090521831735889,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002200-01,2014,Long Lake,1.4262318840579717,0.07817391304347823,0.48491545189503654,2256.470942662779,264177.1622934888,3063.348299319728,0.0,0.0,0.003887269193391642,0.036734693877551024,0.9593780369290573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028182701652089408,0.011273080660835762,0.0,0.16132167152575316,0.7992225461613217
82009002-01,2014,Wilmes Lake,1.1275000000000002,0.06616666666666668,0.46053033054848824,1755.7773338176535,291906.64729386126,0.0,0.9371594624046494,0.9375227025063567,0.0,0.0624772974936433,0.0,0.013076643661460226,0.9244460588448965,0.0,0.0,0.0,0.0,0.0,0.0624772974936433,0.0624772974936433,0.000726480203414457,0.782055938975663,0.09226298583363603,0.0
19002500-01,2010,Keller Lake,0.7285714285714285,0.06892857142857142,0.40069708491761563,2236.517955217575,248385.0443599493,3045.3020701309674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03210815378115758,0.01394169835234474,0.0,0.010984368398817067,0.9429657794676806
82009200-01,2010,Powers Lake,2.46,0.048785714285714286,0.670176848874598,1715.0434083601285,384036.97749196144,0.0,0.7620578778135049,0.8231511254019293,0.0,0.18810289389067525,0.0,0.0,0.8118971061093248,0.0,0.0,0.0,0.0,0.0,0.06109324758842444,0.17684887459807075,0.0,0.6591639871382636,0.10289389067524116,0.0
82009200-01,2012,Powers Lake,4.4399999999999995,0.031615384615384615,0.6690048154093088,1748.1139646869983,369741.7335473515,0.0,0.7768860353130016,0.8378812199036918,0.0,0.16211878009630817,0.0,0.011235955056179775,0.826645264847512,0.0,0.0,0.0,0.0,0.0,0.060995184590690206,0.16211878009630817,0.0016051364365971107,0.666131621187801,0.10914927768860354,0.0
19002400-01,2007,Wood Lake,1.8169230769230775,0.06076923076923076,0.42881203595154,5273.027745212974,389205.4318093005,5237.440797186401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687768659632669,0.16451738960531456,0.0,0.47909339585775695,0.2876123485736616
19002100-01,2004,Alimagnet Lake,0.445,0.1645,0.5224191780821872,2188.433424657534,259112.76712328766,2308.8224657534247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526027397260274,0.04821917808219178,0.0,0.2821917808219178,0.616986301369863
82012300-01,2009,Bass Lake,1.7765384615384616,0.04938461538461539,6.931982507288623,1611.9825072886297,379210.7871720117,374644.60641399416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82011301-01,2012,Goose Lake,0.8863684210526316,0.19136842105263158,4.831083333333331,1996.5416666666667,485416.6666666667,0.0,0.6916666666666667,0.7,0.0,0.3,0.0,0.008333333333333333,0.6916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0
82009200-01,2013,Powers Lake,4.8369230769230755,0.024692307692307697,0.6698394863563404,1747.733547351525,377119.5826645265,0.0,0.7768860353130016,0.8378812199036918,0.0,0.16211878009630817,0.0,0.011235955056179775,0.826645264847512,0.0,0.0,0.0,0.0,0.0,0.060995184590690206,0.16211878009630817,0.0016051364365971107,0.666131621187801,0.10914927768860354,0.0
10012100-01,2013,Eagle Lake,0.5875,0.2085,37.29527131782943,1207.4728682170542,367343.41085271316,2052.031007751938,0.6589147286821705,0.0,0.0,0.5658914728682171,0.0,0.0,0.0,0.43410852713178294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002900-01,2012,Lee Lake,1.853846153846154,0.0436923076923077,0.7599053627760254,2733.9716088328078,301022.79179810727,5946.469242902208,0.0,0.0,0.10804416403785488,0.11514195583596215,0.776813880126183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10252365930599369,0.15851735015772872,0.0,0.0583596214511041,0.6805993690851735
82015300-01,2007,Sunset Lake,2.97,0.022,0.0,0.0,386638.63298662705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82003400-01,2005,East Boot Lake,3.233071428571429,0.040357142857142855,14.753333333333332,0.0,419344.44444444444,737.7777777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002601-01,2010,Marion Lake,1.5566666666666669,0.038533333333333336,0.9018234865062144,2220.9312545587163,277165.1531728665,3635.748541210795,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17104303428154632,0.027716994894237783,0.0,0.11688548504741066,0.6843544857768052
19002400-01,2006,Wood Lake,1.3861538461538458,0.06853846153846155,0.4288120359515401,5327.739742086753,376397.6553341149,5049.36537710043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06799531066822978,0.16451738960531456,0.0,0.47909339585775695,0.28839390386869873
19003300-01,2006,Earley Lake,1.5333333333333332,0.04533333333333334,0.6685128693994252,4837.850333651097,497606.7365745154,7160.861773117254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07181442643787735,0.05560851604702892,0.0,0.3228471560216079,0.5497299014934859
82036800-01,2012,Klawitter Pond,0.8625000000000002,0.08866666666666667,3.864153846153842,1688.2115384615386,345473.46153846156,0.0,0.7423076923076923,0.7730769230769231,0.0,0.22692307692307692,0.0,0.12307692307692308,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.22692307692307692,0.0,0.7423076923076923,0.03076923076923077,0.0
82010300-01,2010,Olson Lake,2.330769230769231,0.026076923076923084,0.9472149122806994,1339.294956140351,249507.45614035087,0.0,0.8859649122807017,0.9133771929824561,0.0,0.12609649122807018,0.0,0.0,0.8739035087719298,0.0,0.0,0.0,0.0,0.0,0.0,0.08662280701754387,0.0010964912280701754,0.7467105263157895,0.16557017543859648,0.0
19002200-01,2012,Long Lake,1.8167959183673468,0.08791836734693875,0.4849154518950371,2242.218270165209,238005.3449951409,3098.799416909621,0.0,0.0,0.003887269193391642,0.03945578231292517,0.9566569484936832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031292517006802724,0.011273080660835762,0.0,0.16132167152575316,0.7961127308066084
82012200-01,2014,Pine Tree Lake,2.5,0.030400000000000003,5.55760115606936,2261.8526011560693,478333.81502890174,0.0,0.7109826589595376,0.7601156069364162,0.0,0.2398843930635838,0.0,0.049132947976878616,0.7109826589595376,0.0,0.0,0.0,0.0,0.0,0.0,0.2398843930635838,0.005780346820809248,0.7543352601156069,0.0,0.0
82033400-01,2005,Kismet Lake,2.0682857142857145,0.033571428571428565,6.243926380368097,0.0,386850.92024539877,2070.674846625767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002700-01,2011,Crystal Lake,1.9999999999999998,0.02542857142857143,0.43915948275861827,2246.4498922413795,262226.2931034483,3384.472521551724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07866379310344827,0.059267241379310345,0.0,0.11314655172413793,0.7489224137931034
82002000-01,2004,McKusick Lake,2.7760000000000007,0.03392857142857144,0.2805690661478582,0.0,217254.66926070038,2155.6556420233464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27005300-01,2005,Cobblecrest Lake,0.29999999999999993,0.18442857142857141,0.0,0.0,245779.0457672749,3216.1465749326953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19044600-01,2014,Lac Lavon Lake,4.08,0.00946666666666667,0.469337478559169,2414.7302744425388,281202.22984562605,3275.06282161235,0.0,0.0,0.003001715265866209,0.04095197255574614,0.9560463121783876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024871355060034305,0.007718696397941681,0.0,0.05445969125214408,0.9129502572898799
82002000-01,2005,McKusick Lake,1.8396428571428576,0.05485714285714286,0.26926237161531164,0.0,231444.09430438842,2308.995564892624,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82008900-01,2009,Markgraf Lake,0.35230769230769227,0.2367692307692308,0.7902332814929914,1406.4898911353032,419707.81493001553,406343.9735614308,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82007700-01,2004,Goggins Lake,1.1212142857142857,0.06778571428571427,4.846390243902438,0.0,312800.0,1795.2682926829268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82013700-01,2014,Fish Lake,0.7941666666666666,0.11508333333333333,3.675469767441861,1826.7246511627907,300755.9069767442,1666.4595348837208,0.7925581395348837,0.8055813953488372,0.027906976744186046,0.1925581395348837,0.0,0.009302325581395349,0.3497674418604651,0.0,0.0,0.4204651162790698,0.0,0.0,0.0,0.19441860465116279,0.44651162790697674,0.3590697674418605,0.0,0.0
19002200-01,2005,Long Lake,1.463409090909091,0.08209090909090908,0.49366653801620247,2247.141258201467,276705.1138556542,2491.457545349286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917406406792744,0.012350443844075647,0.0,0.16016981860285603,0.7883056734851409
82009002-01,2013,Wilmes Lake,0.8961538461538461,0.06907692307692306,0.4622076502732201,1763.8193078324225,259470.81967213115,0.0,0.940983606557377,0.9413479052823315,0.0,0.05865209471766849,0.0,0.01347905282331512,0.9278688524590164,0.0,0.0,0.0,0.0,0.0,0.06265938069216757,0.05865209471766849,0.0007285974499089253,0.7854280510018214,0.09253187613843351,0.0
19002900-01,2013,Lee Lake,2.190909090909091,0.024181818181818183,0.759905362776025,2733.1388012618295,302035.9621451104,5928.2484227129335,0.0,0.0,0.10804416403785488,0.11514195583596215,0.776813880126183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10252365930599369,0.15851735015772872,0.0,0.0583596214511041,0.6805993690851735
82009700-01,2008,La Lake,1.7545454545454546,0.11863636363636364,1.403436928702011,3.918342474101158,318734.8567946374,308518.87020109687,0.0,0.0018281535648994515,0.001218769043266301,0.9981718464351006,0.0,0.0,0.0,0.0,0.0006093845216331506,0.0,0.0,0.0,0.0,0.9981718464351006,0.0018281535648994515,0.0,0.0,0.0
82009700-01,2013,La Lake,1.5,0.0695,1.34349353049909,1690.1102895871843,262886.13678373385,0.0,0.777264325323475,0.9208256315465188,0.0012322858903265558,0.0791743684534812,0.0,0.041589648798521256,0.8773875539125077,0.0,0.0,0.0006161429451632779,0.0,0.0,0.0006161429451632779,0.0791743684534812,0.004929143561306223,0.5967344423906347,0.3185459026494147,0.0
82009700-01,2007,La Lake,1.2642857142857145,0.11592857142857145,0.0,3.918342474101158,313829.5551492992,10.424131627056672,0.0,0.0018281535648994515,0.001218769043266301,0.9981718464351006,0.0,0.0,0.0,0.0,0.0006093845216331506,0.0,0.0,0.0,0.0,0.9981718464351006,0.0018281535648994515,0.0,0.0,0.0
19002601-01,2013,Marion Lake,1.9923076923076921,0.023923076923076922,0.9381032526475028,2473.503214826021,279137.2352496218,3728.1641452344934,0.0,0.0,0.024583963691376703,0.136535552193646,0.8388804841149773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11081694402420575,0.028933434190620274,0.0,0.1212178517397882,0.7390317700453858
19034800-01,2007,Valley Lake,1.4285714285714284,0.07571428571428572,0.25432703760421,1633.2989620554704,231077.50553003233,2479.94367874766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031818955249276845,0.09324485281606262,0.0,0.35715501106006464,0.5177811808745959
10000200-01,2005,Riley Lake,2.0500000000000003,0.05164285714285715,0.08596226415094341,123.27169811320755,452886.7924528302,5569.738364779874,0.03270440251572327,0.0,0.010062893081761006,0.9672955974842767,0.0,0.0,0.0,0.022641509433962263,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82012200-01,2012,Pine Tree Lake,2.9818181818181824,0.020181818181818183,5.552658959537569,2248.615606936416,463165.8959537572,0.0,0.7109826589595376,0.7572254335260116,0.0,0.24277456647398843,0.0,0.049132947976878616,0.708092485549133,0.0,0.0,0.0,0.0,0.0,0.0,0.24277456647398843,0.005780346820809248,0.7514450867052023,0.0,0.0
82010400-01,2010,Jane Lake,4.533333333333334,0.014888888888888889,2.5048967551622425,1577.6991150442477,336265.4867256637,0.0,0.7817109144542773,0.8436578171091446,0.0,0.25073746312684364,0.0,0.0,0.7492625368731564,0.0,0.0,0.0,0.0,0.0,0.0,0.15634218289085547,0.0,0.8436578171091446,0.0,0.0
82015300-01,2010,Sunset Lake,3.15,0.02025,7.05971698113208,1602.0943396226414,333817.6100628931,0.0,0.7484276729559748,0.8081761006289309,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1918238993710692,0.009433962264150943,0.7987421383647799,0.0,0.0
82010300-01,2011,Olson Lake,3.757222222222222,0.02366666666666667,0.9490450054884713,1344.0230515916576,235942.48079034028,0.0,0.8902305159165752,0.9154774972557629,0.0,0.0845225027442371,0.0,0.04061470911086718,0.8748627881448957,0.0,0.0,0.0,0.0,0.0,0.0,0.0845225027442371,0.0021953896816684962,0.7464324917672887,0.1668496158068057,0.0
19002300-01,2014,Farquar Lake,0.7540000000000001,0.1256,0.8456120875732371,2808.8393462843046,317934.69010175765,3896.7107616404564,0.0,0.0,0.005550416281221091,0.03700277520814061,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026518655565834104,0.0006167129201356768,0.0,0.17144619179771817,0.8014184397163121
10005200-01,2007,Reitz Lake,1.807142857142857,0.05200000000000001,7.301177231565335,864.7115135834412,304831.4359637775,1578.9961190168176,0.19922380336351875,0.0,0.007761966364812419,0.6946959896507116,0.0,0.0,0.0,0.2975420439844761,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002900-01,2006,Lee Lake,1.85,0.0727857142857143,0.7496746707978311,2541.3400464756005,339300.4647560031,4631.10844306739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11773818745158791,0.15491866769945778,0.0,0.05731990704879938,0.6700232378001549
19002500-01,2014,Keller Lake,0.8214285714285715,0.08928571428571429,0.4023886296139143,2219.6393720831566,251576.66525243953,3024.264319049639,0.0,0.0,0.005091217649554518,0.05770046669495121,0.9372083156554942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031395842172252865,0.00975816716164616,0.0,0.01103097157403479,0.9478150190920662
19002601-01,2012,Marion Lake,1.9642857142857142,0.02857142857142857,0.9307171015581184,2400.3820161441713,264791.477379388,3744.369814154308,0.0,0.0,0.024967148488830485,0.15993992866529003,0.8150929228458795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133658719729679,0.02890932982917214,0.0,0.12033039234090483,0.717101558100244
19002601-01,2004,Marion Lake,1.7966666666666669,0.03993333333333334,0.9929979674796922,2232.992276422764,276429.3699186992,2655.115650406504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573170731707317,0.021544715447154472,0.0,0.08739837398373984,0.733739837398374
19003300-01,2013,Earley Lake,1.5692307692307694,0.031692307692307686,0.6875048293625163,4716.730199613651,482448.93754024466,12553.27623953638,0.0,0.0,0.06310367031551835,0.06761107533805538,0.8692852543464262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05119124275595621,0.0643915003219575,0.0,0.3271088216355441,0.5573084352865422
82002000-01,2012,McKusick Lake,2.530818181818182,0.05781818181818183,0.5677356321839138,1149.003448275862,197080.95785440612,0.0,0.5164750957854406,0.8279693486590038,0.0,0.17203065134099618,0.0,0.19272030651340996,0.6352490421455939,0.0,0.0,0.0,0.0,0.0,0.142911877394636,0.17203065134099618,0.10191570881226053,0.5325670498084292,0.05057471264367816,0.0
82002000-01,2006,McKusick Lake,2.1752727272727275,0.07027272727272728,0.2532543339916594,1118.5731841123545,236606.25411454905,2312.414527101163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82010300-01,2005,Olson Lake,2.8955714285714285,0.030571428571428572,0.6610230466554241,0.0,267475.43563799886,2421.000562113547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82002000-01,2010,McKusick Lake,2.3507142857142855,0.031142857142857146,0.5695708812260579,1140.686590038314,221662.06896551725,0.0,0.5164750957854406,0.8260536398467433,0.0,0.3854406130268199,0.0,0.0,0.61455938697318,0.0,0.0,0.0,0.0,0.0,0.14329501915708812,0.1739463601532567,0.1103448275862069,0.5256704980842912,0.04674329501915709,0.0
82009002-01,2011,Wilmes Lake,1.6090909090909091,0.06327272727272727,0.46404457435147495,1729.4556083302887,266798.0635732554,0.0,0.9082937522835222,0.9086591158202412,0.0,0.09134088417975886,0.0,0.014614541468761417,0.8940445743514798,0.0,0.0,0.0,0.0,0.0,0.06284252831567409,0.09134088417975886,0.00036536353671903543,0.7884545122396784,0.05699671172816953,0.0
82011602-01,2005,Armstrong Lake,1.055785714285714,0.055785714285714286,0.6699439186820852,0.0,315475.2190676481,4332.443042411497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002200-01,2004,Long Lake,1.364328125,0.0875625,0.49301251203079244,2227.763041385948,255819.36477382097,2384.7512993262753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04292589027911453,0.011934552454282965,0.0,0.15976900866217517,0.7853705486044273
10000200-01,2008,Riley Lake,1.8416666666666668,0.03525000000000001,0.9294088050314534,263.17987421383646,561044.5283018867,6995.2905660377355,0.033962264150943396,0.0,0.010062893081761006,0.9308176100628931,0.0,0.0,0.0,0.05911949685534591,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10000200-01,2012,Riley Lake,2.207142857142857,0.061857142857142854,0.9341154328732809,549.8594730238394,508419.5734002509,7559.442910915935,0.20326223337515684,0.030112923462986198,0.010037641154328732,0.8143036386449184,0.1028858218318695,0.0,0.0,0.07277289836888332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10009500-01,2006,Swede Lake,0.5035714285714287,0.3077857142857142,36.731756756756724,1501.445945945946,456150.0,2460.689189189189,0.6418918918918919,0.0,0.02702702702702703,0.5135135135135135,0.0,0.0,0.0,0.4594594594594595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82015300-01,2014,Sunset Lake,3.28125,0.015875,7.074873417721526,1604.5348101265822,360851.89873417723,0.0,0.7436708860759493,0.8037974683544303,0.0,0.1962025316455696,0.0,0.14240506329113925,0.6613924050632911,0.0,0.0,0.0,0.0,0.0,0.0,0.1962025316455696,0.006329113924050633,0.7974683544303798,0.0,0.0
82008700-01,2014,Regional Park Lake,2.513333333333333,0.0515,5.031736111111114,1186.337962962963,325768.98148148146,0.0,0.8125,0.8217592592592593,0.0,0.17824074074074073,0.0,0.03009259259259259,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.17824074074074073,0.0,0.75,0.07175925925925926,0.0
82002000-01,2013,McKusick Lake,1.7981818181818183,0.06127272727272728,0.5710639938319252,1156.0840400925213,197124.2868157286,0.0,0.5196607555898227,0.8330763299922899,0.0,0.1669236700077101,0.0,0.19390902081727063,0.6391673091750193,0.0,0.0,0.0,0.0,0.0,0.14379336931380107,0.1669236700077101,0.10292983808789515,0.5354664610639939,0.05088666152659985,0.0
19034800-01,2004,Valley Lake,1.7846153846153845,0.04338461538461539,0.25943040166204,1429.562153739612,192423.68421052632,1552.683691135734,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1632617728531856,0.001038781163434903,0.0,0.31700138504155123,0.5186980609418282
19002200-01,2010,Long Lake,1.8045762711864406,0.07630508474576272,0.48085130970723455,2215.729006163328,257702.7157164869,3143.362095531587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041409861325115566,0.011941448382126348,0.0,0.1598613251155624,0.7867873651771957
19002100-01,2006,Alimagnet Lake,0.525,0.15437499999999998,0.5203006285870404,2191.6988248155235,293322.0552063405,2913.125444110413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051653457228751025,0.04700737906531839,0.0,0.2858704564088549,0.6154687072970757
70002600-01,2007,Lower Prior Lake,2.661538461538462,0.024692307692307694,0.6068200644270602,1209.5899677864704,329888.0809940175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002200-01,2013,Long Lake,1.63875,0.0635,0.48491545189503604,2251.5589893100096,243614.8882410107,3004.533527696793,0.0,0.0,0.003887269193391642,0.03751214771622935,0.958600583090379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028960155490767737,0.011273080660835762,0.0,0.16132167152575316,0.7984450923226434
